indicador_id,periodo,valor,semana_inicio
f2040_S48,S48,0,27/11/2023
f2040_S48,S48,0,28/11/2022
f2040_S48,S48,0,29/11/2021
V_E_percent_S49,S49,,07/12/2020
V_E_percent_S49,S49,,04/12/2023
V_E_percent_S49,S49,,06/12/2021
V_E_percent_S49,S49,,05/12/2022
V_E_percent_S49,S49,,09/12/2024
V_E_total_S49,S49,0,09/12/2024
V_E_total_S49,S49,0,05/12/2022
V_E_total_S49,S49,0,07/12/2020
V_E_total_S49,S49,0,04/12/2023
V_E_total_S49,S49,0,06/12/2021
V_E_var_S49,S49,,06/12/2021
V_E_var_S49,S49,,09/12/2024
V_E_var_S49,S49,,04/12/2023
V_E_var_S49,S49,,05/12/2022
V_E_var_S49,S49,,07/12/2020
f2040_S49,S49,0,07/12/2020
f2040_S49,S49,0,09/12/2024
f2040_S49,S49,0,06/12/2021
f2040_S49,S49,0,04/12/2023
f2040_S49,S49,0,05/12/2022
V_E_percent_S50,S50,,16/12/2024
V_E_percent_S50,S50,,14/12/2020
V_E_percent_S50,S50,,13/12/2021
V_E_percent_S50,S50,,12/12/2022
V_E_total_S50,S50,0,16/12/2024
V_E_total_S50,S50,0,12/12/2022
V_E_total_S50,S50,0,13/12/2021
V_E_total_S50,S50,0,14/12/2020
V_E_var_S50,S50,,16/12/2024
V_E_var_S50,S50,,14/12/2020
V_E_var_S50,S50,,12/12/2022
V_E_var_S50,S50,,13/12/2021
f2040_S50,S50,0,12/12/2022
f2040_S50,S50,0,13/12/2021
f2040_S50,S50,0,16/12/2024
f2040_S50,S50,0,14/12/2020
V_E_percent_S51,S51,,20/12/2021
V_E_percent_S51,S51,,19/12/2022
V_E_percent_S51,S51,0,23/12/2024
V_E_percent_S51,S51,,21/12/2020
V_E_total_S51,S51,0,20/12/2021
V_E_total_S51,S51,0,23/12/2024
V_E_total_S51,S51,0,21/12/2020
V_E_total_S51,S51,0,19/12/2022
V_E_var_S51,S51,,19/12/2022
V_E_var_S51,S51,,23/12/2024
V_E_var_S51,S51,,21/12/2020
V_E_var_S51,S51,,20/12/2021
f2040_S51,S51,0,19/12/2022
f2040_S51,S51,0,20/12/2021
f2040_S51,S51,0,21/12/2020
f2040_S51,S51,1,23/12/2024
V_E_percent_S52,S52,,26/12/2022
V_E_percent_S52,S52,,25/12/2023
V_E_percent_S52,S52,,27/12/2021
V_E_percent_S52,S52,,28/12/2020
V_E_percent_S52,S52,0,30/12/2024
V_E_total_S52,S52,0,28/12/2020
V_E_total_S52,S52,0,25/12/2023
V_E_total_S52,S52,0,30/12/2024
V_E_total_S52,S52,0,27/12/2021
V_E_total_S52,S52,0,26/12/2022
V_E_var_S52,S52,,28/12/2020
V_E_var_S52,S52,,25/12/2023
V_E_var_S52,S52,,30/12/2024
V_E_var_S52,S52,,27/12/2021
V_E_var_S52,S52,,26/12/2022
f2040_S52,S52,1,30/12/2024
f2040_S52,S52,0,28/12/2020
f2040_S52,S52,0,25/12/2023
f2040_S52,S52,0,26/12/2022
f2040_S52,S52,0,27/12/2021
